Index,orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
8521,8522,Duane Huffman,Standard Class,15.216,1,0.2,2.2824,Corporate,South,North Carolina,Accessories                                       ,Technology,12,Donnerstag,9,2013,17,9,2013,5
8522,8523,Sean O'Donnell,Standard Class,95.1,5,0.0,30.432,Corporate,West,California,Accessories                                       ,Technology,25,Sonntag,8,2013,29,8,2013,4
8523,8524,Carlos Daly,Second Class,57.06,3,0.0,18.2592,Consumer,East,New York,Accessories                                       ,Technology,17,Donnerstag,3,2016,22,3,2016,5
8524,8525,Carlos Daly,Same Day,255.968,4,0.2,31.996,Home Office,South,Florida,Accessories                                       ,Technology,16,Freitag,5,2014,16,5,2014,0
8525,8526,Valerie Dominguez,Second Class,239.97,3,0.0,71.991,Consumer,East,New York,Accessories                                       ,Technology,12,Freitag,6,2015,14,6,2015,2
8526,8527,David Kendrick,Standard Class,191.976,3,0.2,23.997,Consumer,Central,Texas,Accessories                                       ,Technology,14,Mittwoch,10,2015,20,10,2015,6
8527,8528,Edward Nazzal,Standard Class,383.952,6,0.2,47.994,Consumer,Central,Texas,Accessories                                       ,Technology,7,Montag,4,2014,11,4,2014,4
8528,8529,Sanjit Jacobs,Standard Class,559.93,7,0.0,167.979,Home Office,East,New York,Accessories                                       ,Technology,7,Sonntag,9,2014,11,9,2014,4
8529,8530,Sanjit Jacobs,Standard Class,127.984,2,0.2,15.998,Consumer,Central,Texas,Accessories                                       ,Technology,10,Mittwoch,2,2016,15,2,2016,5
8530,8531,Karen Carlisle,Second Class,159.98,2,0.0,47.994,Home Office,West,California,Accessories                                       ,Technology,30,Freitag,9,2016,2,10,2016,2
8531,8532,Meg O'Connel,Standard Class,239.97,3,0.0,71.991,Consumer,East,New Jersey,Accessories                                       ,Technology,20,Montag,6,2016,27,6,2016,7
8532,8533,Anthony O'Donnell,Standard Class,255.42,9,0.0,104.7222,Corporate,East,Maine,Accessories                                       ,Technology,4,Sonntag,8,2013,8,8,2013,4
8533,8534,Anthony O'Donnell,Standard Class,68.112,3,0.2,17.8794,Consumer,South,North Carolina,Accessories                                       ,Technology,9,Mittwoch,12,2015,13,12,2015,4
8534,8535,Luke Foster,First Class,113.52,5,0.2,29.799,Corporate,Central,Texas,Accessories                                       ,Technology,9,Sonntag,3,2014,12,3,2014,3
8535,8536,Luke Foster,Standard Class,158.928,7,0.2,41.7186,Home Office,South,Florida,Accessories                                       ,Technology,12,Montag,8,2013,16,8,2013,4
8536,8537,Phillina Ober,Standard Class,158.928,7,0.2,41.7186,Consumer,East,Ohio,Accessories                                       ,Technology,25,Sonntag,12,2016,30,12,2016,5
8537,8538,Phillina Ober,Standard Class,22.704,1,0.2,5.9598,Consumer,South,North Carolina,Accessories                                       ,Technology,15,Donnerstag,10,2015,21,10,2015,6
8538,8539,Claudia Miner,Standard Class,45.408,2,0.2,11.9196,Home Office,South,Tennessee,Accessories                                       ,Technology,23,Samstag,4,2016,27,4,2016,4
8539,8540,Jim Kriz,Same Day,113.52,4,0.0,46.5432,Consumer,Central,Missouri,Accessories                                       ,Technology,7,Mittwoch,9,2016,7,9,2016,0
8540,8541,Mike Vittorini,Standard Class,85.14,3,0.0,34.9074,Consumer,East,New York,Accessories                                       ,Technology,11,Freitag,4,2014,15,4,2014,4
8541,8542,Mike Vittorini,Standard Class,141.9,5,0.0,58.179,Corporate,East,Delaware,Accessories                                       ,Technology,8,Freitag,7,2016,12,7,2016,4
8542,8543,Stefania Perrino,Standard Class,68.112,3,0.2,17.8794,Consumer,Central,Illinois,Accessories                                       ,Technology,2,Montag,11,2015,8,11,2015,6
8543,8544,Stefania Perrino,Second Class,47.79,3,0.0,16.2486,Consumer,South,Mississippi,Accessories                                       ,Technology,30,Dienstag,4,2013,2,5,2013,2
8544,8545,Jas O'Carroll,Standard Class,178.92,7,0.2,-29.0745,Home Office,East,Ohio,Accessories                                       ,Technology,11,Mittwoch,11,2015,15,11,2015,4
8545,8546,Maureen Gastineau,Second Class,31.95,1,0.0,2.2365,Consumer,East,New York,Accessories                                       ,Technology,11,Samstag,10,2014,13,10,2014,2
8546,8547,Maureen Gastineau,Standard Class,25.488,2,0.2,4.4604,Consumer,East,Ohio,Accessories                                       ,Technology,10,Mittwoch,12,2014,16,12,2014,6
8547,8548,Maureen Gastineau,Standard Class,102.24,4,0.2,-16.614,Consumer,West,Arizona,Accessories                                       ,Technology,30,Samstag,11,2013,6,12,2013,6
8548,8549,Kelly Lampkin,Second Class,159.75,5,0.0,11.1825,Consumer,Central,Indiana,Accessories                                       ,Technology,23,Samstag,7,2016,25,7,2016,2
8549,8550,Neola Schneider,Standard Class,47.79,3,0.0,16.2486,Home Office,South,Virginia,Accessories                                       ,Technology,5,Dienstag,11,2013,10,11,2013,5
8550,8551,Allen Rosenblatt,Standard Class,25.488,2,0.2,4.4604,Consumer,Central,Texas,Accessories                                       ,Technology,6,Sonntag,4,2014,10,4,2014,4
8551,8552,Max Jones,Standard Class,9.096,1,0.2,1.7055,Corporate,East,Ohio,Accessories                                       ,Technology,8,Donnerstag,9,2016,14,9,2016,6
8552,8553,Hallie Redmond,Standard Class,45.48,4,0.0,15.918,Consumer,West,California,Accessories                                       ,Technology,25,Montag,3,2013,30,3,2013,5
8553,8554,Matt Collins,Standard Class,159.98,2,0.0,57.5928,Consumer,East,New York,Accessories                                       ,Technology,22,Montag,7,2013,27,7,2013,5
8554,8555,Matt Collins,Standard Class,191.976,3,0.2,38.3952,Home Office,South,Florida,Accessories                                       ,Technology,9,Mittwoch,11,2016,13,11,2016,4
8555,8556,Sanjit Jacobs,Standard Class,127.984,2,0.2,25.5968,Consumer,Central,Texas,Accessories                                       ,Technology,12,Dienstag,11,2013,18,11,2013,6
8556,8557,Anthony Witt,Same Day,447.944,7,0.2,89.5888,Consumer,South,Florida,Accessories                                       ,Technology,22,Samstag,3,2014,22,3,2014,0
8557,8558,Jim Epp,First Class,127.984,2,0.2,25.5968,Consumer,East,Ohio,Accessories                                       ,Technology,7,Mittwoch,12,2016,9,12,2016,2
8558,8559,Sean O'Donnell,Same Day,383.952,6,0.2,76.7904,Corporate,East,Ohio,Accessories                                       ,Technology,13,Sonntag,12,2015,13,12,2015,0
8559,8560,Sean O'Donnell,Standard Class,159.98,2,0.0,57.5928,Corporate,East,New Hampshire,Accessories                                       ,Technology,5,Donnerstag,3,2015,9,3,2015,4
8560,8561,Harold Dahlen,Standard Class,239.97,3,0.0,86.3892,Corporate,West,California,Accessories                                       ,Technology,20,Montag,10,2014,24,10,2014,4
8561,8562,Muhammed Yedwab,Standard Class,159.98,2,0.0,57.5928,Corporate,West,Washington,Accessories                                       ,Technology,25,Donnerstag,9,2014,30,9,2014,5
8562,8563,Ed Braxton,First Class,247.8,4,0.0,34.692,Consumer,East,New York,Accessories                                       ,Technology,9,Samstag,8,2014,12,8,2014,3
8563,8564,Stuart Calhoun,Standard Class,247.8,5,0.2,-18.585,Consumer,South,Florida,Accessories                                       ,Technology,19,Donnerstag,12,2013,25,12,2013,6
8564,8565,Sylvia Foulston,Standard Class,1619.91,9,0.0,97.1946,Consumer,East,New York,Accessories                                       ,Technology,6,Samstag,12,2014,10,12,2014,4
8565,8566,Sylvia Foulston,Second Class,359.98,2,0.0,21.5988,Corporate,West,California,Accessories                                       ,Technology,25,Sonntag,10,2015,29,10,2015,4
8566,8567,Thea Hendricks,Standard Class,431.976,3,0.2,-75.5958,Home Office,South,Florida,Accessories                                       ,Technology,27,Sonntag,9,2015,2,10,2015,5
8567,8568,Thea Hendricks,First Class,431.976,3,0.2,-75.5958,Consumer,East,Ohio,Accessories                                       ,Technology,4,Montag,5,2015,6,5,2015,2
8568,8569,Ionia McGrath,Second Class,899.95,5,0.0,53.997,Consumer,East,New York,Accessories                                       ,Technology,9,Sonntag,11,2014,14,11,2014,5
8569,8570,Guy Armstrong,First Class,170.24,2,0.2,53.2,Corporate,South,Florida,Accessories                                       ,Technology,19,Dienstag,3,2013,21,3,2013,2
8570,8571,Aaron Smayling,Standard Class,212.8,2,0.0,95.76,Consumer,East,New York,Accessories                                       ,Technology,20,Dienstag,9,2016,26,9,2016,6
8571,8572,Karl Brown,First Class,46.688,4,0.2,-2.918,Home Office,Central,Texas,Accessories                                       ,Technology,7,Samstag,9,2013,10,9,2013,3
8572,8573,Sung Shariari,Second Class,23.344,2,0.2,-1.459,Corporate,West,Arizona,Accessories                                       ,Technology,21,Freitag,11,2014,23,11,2014,2
8573,8574,Craig Carroll,First Class,11.672,1,0.2,-0.7295,Consumer,South,Florida,Accessories                                       ,Technology,15,Sonntag,6,2014,17,6,2014,2
8574,8575,Lela Donovan,Standard Class,46.688,4,0.2,-2.918,Consumer,West,Colorado,Accessories                                       ,Technology,10,Samstag,5,2014,15,5,2014,5
8575,8576,Lela Donovan,Standard Class,35.016,3,0.2,-2.1885,Consumer,Central,Illinois,Accessories                                       ,Technology,14,Samstag,12,2013,19,12,2013,5
8576,8577,Lela Donovan,First Class,102.13,7,0.0,15.3195,Corporate,West,Washington,Accessories                                       ,Technology,11,Montag,11,2013,13,11,2013,2
8577,8578,Nicole Brennan,Standard Class,119.976,3,0.2,22.4955,Corporate,East,Ohio,Accessories                                       ,Technology,8,Sonntag,11,2015,13,11,2015,5
8578,8579,Tanja Norvell,Standard Class,39.992,1,0.2,7.4985,Consumer,East,Pennsylvania,Accessories                                       ,Technology,11,Mittwoch,3,2015,15,3,2015,4
8579,8580,Harold Dahlen,Standard Class,449.91,9,0.0,157.4685,Home Office,East,New York,Accessories                                       ,Technology,29,Freitag,1,2016,2,2,2016,4
8580,8581,Emily Grady,Standard Class,249.95,5,0.0,87.4825,Corporate,East,New York,Accessories                                       ,Technology,27,Donnerstag,8,2015,1,9,2015,5
8581,8582,Emily Grady,Standard Class,149.97,3,0.0,52.4895,Home Office,East,Delaware,Accessories                                       ,Technology,26,Montag,8,2013,1,9,2013,6
8582,8583,Sally Matthias,First Class,159.968,4,0.2,29.994,Corporate,West,Oregon,Accessories                                       ,Technology,14,Freitag,11,2014,17,11,2014,3
8583,8584,Sally Matthias,First Class,99.98,2,0.0,34.993,Consumer,West,California,Accessories                                       ,Technology,5,Samstag,10,2013,6,10,2013,1
8584,8585,Lena Creighton,Standard Class,149.97,3,0.0,52.4895,Consumer,West,California,Accessories                                       ,Technology,13,Montag,5,2013,17,5,2013,4
8585,8586,Lena Creighton,Standard Class,199.96,4,0.0,69.986,Consumer,West,California,Accessories                                       ,Technology,13,Sonntag,4,2014,19,4,2014,6
8586,8587,Mitch Willingham,Standard Class,357.0,3,0.0,57.12,Consumer,East,New York,Accessories                                       ,Technology,1,Sonntag,9,2013,5,9,2013,4
8587,8588,Sally Matthias,Standard Class,595.0,5,0.0,95.2,Consumer,West,California,Accessories                                       ,Technology,19,Donnerstag,11,2015,23,11,2015,4
8588,8589,Justin Knight,Standard Class,238.0,2,0.0,38.08,Consumer,East,Connecticut,Accessories                                       ,Technology,20,Sonntag,3,2016,24,3,2016,4
8589,8590,Janet Lee,Second Class,1071.0,9,0.0,171.36,Consumer,East,New York,Accessories                                       ,Technology,22,Donnerstag,9,2016,24,9,2016,2
8590,8591,Janet Lee,Standard Class,238.0,2,0.0,38.08,Corporate,East,New York,Accessories                                       ,Technology,2,Freitag,9,2016,6,9,2016,4
8591,8592,Janet Lee,Standard Class,595.0,5,0.0,95.2,Corporate,West,New Mexico,Accessories                                       ,Technology,12,Mittwoch,10,2016,18,10,2016,6
8592,8593,Jim Radford,Standard Class,666.4,7,0.2,-33.32,Home Office,Central,Texas,Accessories                                       ,Technology,24,Montag,8,2015,31,8,2015,7
8593,8594,Jim Radford,Second Class,238.0,2,0.0,38.08,Consumer,West,California,Accessories                                       ,Technology,27,Samstag,7,2013,29,7,2013,2
8594,8595,Ritsa Hightower,Second Class,17.88,3,0.2,2.4585,Consumer,South,Florida,Accessories                                       ,Technology,24,Samstag,9,2016,26,9,2016,2
8595,8596,Theone Pippenger,Second Class,23.84,4,0.2,3.278,Consumer,Central,Illinois,Accessories                                       ,Technology,12,Freitag,7,2013,15,7,2013,3
8596,8597,Corey Catlett,Standard Class,41.72,7,0.2,5.7365,Consumer,Central,Texas,Accessories                                       ,Technology,4,Mittwoch,3,2015,9,3,2015,5
8597,8598,Corey Catlett,Standard Class,99.98,2,0.0,42.9914,Corporate,East,Vermont,Accessories                                       ,Technology,23,Freitag,1,2015,27,1,2015,4
8598,8599,Corey Catlett,First Class,199.96,4,0.0,85.9828,Consumer,West,California,Accessories                                       ,Technology,19,Samstag,3,2016,22,3,2016,3
8599,8600,Frank Merwin,Standard Class,99.98,2,0.0,42.9914,Consumer,Central,Michigan,Accessories                                       ,Technology,3,Donnerstag,3,2016,10,3,2016,7
8600,8601,Ed Jacobs,Second Class,79.984,2,0.2,22.9954,Consumer,East,Pennsylvania,Accessories                                       ,Technology,22,Donnerstag,9,2016,26,9,2016,4
8601,8602,Ed Jacobs,Standard Class,249.95,5,0.0,107.4785,Consumer,South,Georgia,Accessories                                       ,Technology,20,Sonntag,9,2015,24,9,2015,4
8602,8603,Carlos Soltero,Standard Class,99.98,2,0.0,42.9914,Corporate,South,Louisiana,Accessories                                       ,Technology,4,Donnerstag,4,2013,8,4,2013,4
8603,8604,Carlos Soltero,Standard Class,279.944,7,0.2,80.4839,Consumer,West,Oregon,Accessories                                       ,Technology,7,Mittwoch,9,2016,12,9,2016,5
8604,8605,Carol Darley,First Class,299.94,6,0.0,128.9742,Consumer,West,California,Accessories                                       ,Technology,12,Freitag,12,2014,15,12,2014,3
8605,8606,Stefanie Holloman,Standard Class,165.6,3,0.2,-6.21,Corporate,West,Colorado,Accessories                                       ,Technology,3,Donnerstag,12,2015,9,12,2015,6
8606,8607,Noel Staavos,Standard Class,110.4,2,0.2,-4.14,Consumer,South,Florida,Accessories                                       ,Technology,3,Freitag,6,2016,10,6,2016,7
8607,8608,Noel Staavos,Standard Class,55.2,1,0.2,-2.07,Consumer,Central,Texas,Accessories                                       ,Technology,23,Sonntag,10,2016,28,10,2016,5
8608,8609,Noel Staavos,Standard Class,165.6,3,0.2,-6.21,Corporate,Central,Texas,Accessories                                       ,Technology,3,Samstag,1,2015,8,1,2015,5
8609,8610,Noel Staavos,Standard Class,345.0,5,0.0,58.65,Home Office,West,Washington,Accessories                                       ,Technology,11,Freitag,10,2013,16,10,2013,5
8610,8611,Noel Staavos,Standard Class,165.6,3,0.2,-6.21,Corporate,Central,Texas,Accessories                                       ,Technology,18,Freitag,12,2015,22,12,2015,4
8611,8612,Shahid Shariari,Standard Class,178.11,3,0.0,32.0598,Consumer,Central,Wisconsin,Accessories                                       ,Technology,8,Donnerstag,12,2016,13,12,2016,5
8612,8613,Shahid Shariari,Second Class,296.85,5,0.0,53.433,Consumer,Central,Missouri,Accessories                                       ,Technology,10,Samstag,9,2016,15,9,2016,5
8613,8614,Barry Gonzalez,Same Day,142.488,3,0.2,-3.5622,Consumer,East,Ohio,Accessories                                       ,Technology,3,Donnerstag,10,2013,3,10,2013,0
8614,8615,Maribeth Schnelling,Second Class,94.992,2,0.2,-2.3748,Consumer,Central,Texas,Accessories                                       ,Technology,25,Mittwoch,11,2015,27,11,2015,2
8615,8616,Harold Ryan,First Class,47.496,1,0.2,-1.1874,Consumer,East,Pennsylvania,Accessories                                       ,Technology,19,Dienstag,11,2013,21,11,2013,2
8616,8617,Grant Thornton,Standard Class,90.57,3,0.0,11.7741,Consumer,West,Washington,Accessories                                       ,Technology,29,Freitag,7,2016,2,8,2016,4
8617,8618,Ted Trevino,Second Class,90.57,3,0.0,11.7741,Consumer,West,California,Accessories                                       ,Technology,16,Freitag,1,2015,20,1,2015,4
8618,8619,Carl Ludwig,First Class,169.064,7,0.2,-14.7931,Corporate,West,Colorado,Accessories                                       ,Technology,15,Freitag,1,2016,17,1,2016,2
8619,8620,Carl Ludwig,First Class,527.92,2,0.2,85.787,Consumer,East,Pennsylvania,Accessories                                       ,Technology,7,Donnerstag,7,2016,9,7,2016,2
8620,8621,Don Miller,Standard Class,263.96,1,0.2,42.8935,Consumer,East,Ohio,Accessories                                       ,Technology,14,Samstag,12,2013,21,12,2013,7
8621,8622,Linda Southworth,Standard Class,659.9,2,0.0,217.767,Consumer,East,New York,Accessories                                       ,Technology,17,Mittwoch,9,2014,23,9,2014,6
8622,8623,Linda Southworth,Same Day,2309.65,7,0.0,762.1845,Consumer,East,New York,Accessories                                       ,Technology,31,Donnerstag,7,2014,31,7,2014,0
8623,8624,Lena Radford,Standard Class,659.9,2,0.0,217.767,Consumer,South,Louisiana,Accessories                                       ,Technology,31,Mittwoch,8,2016,5,9,2016,5
8624,8625,Dave Poirier,Standard Class,1979.7,6,0.0,653.301,Corporate,South,Virginia,Accessories                                       ,Technology,31,Sonntag,5,2015,4,6,2015,4
8625,8626,Dave Poirier,Standard Class,1649.75,5,0.0,544.4175,Consumer,Central,Wisconsin,Accessories                                       ,Technology,15,Donnerstag,10,2015,20,10,2015,5
8626,8627,Liz MacKendrick,Standard Class,791.88,3,0.2,128.6805,Home Office,Central,Texas,Accessories                                       ,Technology,12,Mittwoch,10,2016,16,10,2016,4
8627,8628,Liz MacKendrick,Standard Class,659.9,2,0.0,217.767,Corporate,West,California,Accessories                                       ,Technology,25,Mittwoch,11,2015,1,12,2015,6
8628,8629,Rick Wilson,Standard Class,1319.8,5,0.2,214.4675,Corporate,East,Pennsylvania,Accessories                                       ,Technology,25,Donnerstag,2,2016,29,2,2016,4
8629,8630,Aleksandra Gannaway,First Class,21.48,3,0.2,-0.2685,Consumer,Central,Texas,Accessories                                       ,Technology,29,Samstag,11,2014,30,11,2014,1
8630,8631,Aleksandra Gannaway,Standard Class,17.9,2,0.0,3.401,Consumer,West,Washington,Accessories                                       ,Technology,12,Sonntag,10,2014,17,10,2014,5
8631,8632,Aleksandra Gannaway,First Class,26.85,3,0.0,5.1015,Consumer,South,Arkansas,Accessories                                       ,Technology,7,Sonntag,6,2015,8,6,2015,1
8632,8633,Sean Christensen,Standard Class,53.7,6,0.0,10.203,Consumer,South,Louisiana,Accessories                                       ,Technology,11,Mittwoch,6,2014,16,6,2014,5
8633,8634,John Lucas,Standard Class,44.75,5,0.0,8.5025,Consumer,West,Washington,Accessories                                       ,Technology,11,Freitag,12,2015,18,12,2015,7
8634,8635,Nona Balk,Standard Class,44.75,5,0.0,8.5025,Corporate,West,California,Accessories                                       ,Technology,3,Freitag,6,2016,7,6,2016,4
8635,8636,Art Ferguson,Standard Class,44.75,5,0.0,8.5025,Corporate,South,Arkansas,Accessories                                       ,Technology,14,Mittwoch,12,2016,20,12,2016,6
8636,8637,Ed Ludwig,Second Class,50.12,7,0.2,-0.6265,Home Office,Central,Illinois,Accessories                                       ,Technology,1,Mittwoch,7,2015,4,7,2015,3
8637,8638,Ed Ludwig,Standard Class,50.12,7,0.2,-0.6265,Consumer,Central,Texas,Accessories                                       ,Technology,2,Mittwoch,4,2014,7,4,2014,5
8638,8639,Annie Cyprus,Standard Class,17.9,2,0.0,3.401,Corporate,West,California,Accessories                                       ,Technology,3,Mittwoch,9,2014,9,9,2014,6
8639,8640,Carl Ludwig,First Class,26.85,3,0.0,5.1015,Home Office,West,California,Accessories                                       ,Technology,11,Mittwoch,3,2015,14,3,2015,3
8640,8641,Lisa Hazard,Second Class,71.6,8,0.0,13.604,Consumer,East,New York,Accessories                                       ,Technology,17,Donnerstag,3,2016,22,3,2016,5
8641,8642,Lisa Hazard,First Class,7.16,1,0.2,-0.0895,Corporate,West,Arizona,Accessories                                       ,Technology,2,Mittwoch,10,2013,5,10,2013,3
8642,8643,Lisa Hazard,Same Day,100.0,4,0.0,21.0,Consumer,South,Virginia,Accessories                                       ,Technology,7,Samstag,2,2015,7,2,2015,0
8643,8644,Hallie Redmond,Standard Class,100.0,4,0.0,21.0,Home Office,West,Washington,Accessories                                       ,Technology,27,Sonntag,9,2015,1,10,2015,4
8644,8645,Roger Barcio,Second Class,50.0,2,0.0,10.5,Consumer,West,California,Accessories                                       ,Technology,14,Sonntag,12,2014,19,12,2014,5
8645,8646,Carlos Soltero,Standard Class,50.0,2,0.0,10.5,Consumer,West,Washington,Accessories                                       ,Technology,8,Freitag,7,2016,15,7,2016,7
8646,8647,Joni Blumstein,Second Class,100.0,4,0.0,21.0,Corporate,West,California,Accessories                                       ,Technology,25,Sonntag,10,2015,29,10,2015,4
8647,8648,Deanra Eno,Second Class,40.0,2,0.2,0.5,Consumer,East,Ohio,Accessories                                       ,Technology,28,Montag,12,2015,31,12,2015,3
8648,8649,Trudy Schmidt,Standard Class,389.97,3,0.0,132.5898,Consumer,West,Washington,Accessories                                       ,Technology,12,Freitag,6,2015,16,6,2015,4
8649,8650,Trudy Schmidt,Standard Class,389.97,3,0.0,132.5898,Corporate,Central,South Dakota,Accessories                                       ,Technology,20,Mittwoch,7,2016,25,7,2016,5
8650,8651,Becky Pak,Standard Class,519.96,4,0.0,176.7864,Consumer,West,California,Accessories                                       ,Technology,18,Freitag,7,2014,22,7,2014,4
8651,8652,Becky Pak,First Class,389.97,3,0.0,132.5898,Home Office,West,California,Accessories                                       ,Technology,20,Montag,7,2015,22,7,2015,2
8652,8653,Aaron Smayling,First Class,207.984,2,0.2,36.3972,Corporate,Central,Texas,Accessories                                       ,Technology,25,Sonntag,5,2014,28,5,2014,3
8653,8654,Susan Vittorini,Second Class,259.98,2,0.0,88.3932,Home Office,East,Massachusetts,Accessories                                       ,Technology,27,Donnerstag,11,2014,29,11,2014,2
8654,8655,Tom Stivers,Second Class,53.25,3,0.0,20.7675,Consumer,West,California,Accessories                                       ,Technology,29,Samstag,3,2014,31,3,2014,2
8655,8656,Ken Brennan,Standard Class,14.2,1,0.2,3.3725,Consumer,East,Pennsylvania,Accessories                                       ,Technology,10,Samstag,12,2016,14,12,2016,4
8656,8657,Alex Avila,Standard Class,53.25,3,0.0,20.7675,Home Office,South,Virginia,Accessories                                       ,Technology,26,Samstag,3,2016,2,4,2016,7
8657,8658,Alex Avila,First Class,28.4,2,0.2,6.745,Corporate,West,Oregon,Accessories                                       ,Technology,21,Freitag,10,2016,22,10,2016,1
8658,8659,Alex Avila,Second Class,124.25,7,0.0,48.4575,Corporate,Central,Wisconsin,Accessories                                       ,Technology,26,Sonntag,7,2015,29,7,2015,3
8659,8660,Roy Phan,First Class,71.0,4,0.0,27.69,Consumer,South,Kentucky,Accessories                                       ,Technology,21,Mittwoch,12,2016,24,12,2016,3
8660,8661,Sung Pak,First Class,106.5,6,0.0,41.535,Consumer,South,Louisiana,Accessories                                       ,Technology,18,Freitag,4,2014,19,4,2014,1
8661,8662,Kean Thornton,Second Class,85.2,6,0.2,20.235,Corporate,Central,Texas,Accessories                                       ,Technology,8,Donnerstag,9,2016,12,9,2016,4
8662,8663,Kean Thornton,Second Class,13.616,2,0.2,3.5742,Home Office,Central,Texas,Accessories                                       ,Technology,27,Samstag,6,2015,30,6,2015,3
8663,8664,Jeremy Ellison,Standard Class,323.37,3,0.0,129.348,Consumer,West,California,Accessories                                       ,Technology,17,Donnerstag,4,2014,21,4,2014,4
8664,8665,Joe Kamberova,Second Class,646.74,6,0.0,258.696,Corporate,South,Louisiana,Accessories                                       ,Technology,13,Sonntag,1,2013,15,1,2013,2
8665,8666,Joe Kamberova,First Class,323.37,3,0.0,129.348,Consumer,South,Arkansas,Accessories                                       ,Technology,7,Sonntag,6,2015,8,6,2015,1
8666,8667,Mitch Willingham,Standard Class,258.696,3,0.2,64.674,Corporate,East,Pennsylvania,Accessories                                       ,Technology,9,Freitag,9,2016,13,9,2016,4
8667,8668,Benjamin Venier,Standard Class,431.16,5,0.2,107.79,Consumer,South,North Carolina,Accessories                                       ,Technology,17,Donnerstag,11,2016,21,11,2016,4
8668,8669,Brian Moss,Second Class,258.696,3,0.2,64.674,Home Office,Central,Texas,Accessories                                       ,Technology,25,Samstag,4,2015,28,4,2015,3
8669,8670,Brian Moss,Standard Class,498.0,5,0.0,184.26,Corporate,South,Alabama,Accessories                                       ,Technology,27,Freitag,12,2013,3,1,2014,7
8670,8671,Alejandro Grove,Second Class,717.12,9,0.2,152.388,Corporate,South,Florida,Accessories                                       ,Technology,18,Donnerstag,9,2014,23,9,2014,5
8671,8672,Sam Zeldin,Second Class,398.4,5,0.2,84.66,Consumer,Central,Texas,Accessories                                       ,Technology,3,Freitag,1,2014,8,1,2014,5
8672,8673,Katherine Murray,Second Class,637.44,8,0.2,135.456,Home Office,Central,Illinois,Accessories                                       ,Technology,21,Sonntag,12,2014,26,12,2014,5
8673,8674,Katherine Murray,Second Class,99.6,1,0.0,36.852,Consumer,West,Washington,Accessories                                       ,Technology,21,Sonntag,12,2014,24,12,2014,3
8674,8675,Paul Knutson,Standard Class,99.6,1,0.0,36.852,Consumer,East,New York,Accessories                                       ,Technology,17,Donnerstag,4,2014,23,4,2014,6
8675,8676,Barry Franz,Standard Class,21.2,2,0.0,9.116,Home Office,Central,Missouri,Accessories                                       ,Technology,2,Freitag,8,2013,8,8,2013,6
8676,8677,Barry Franz,Standard Class,50.88,6,0.2,14.628,Consumer,South,Florida,Accessories                                       ,Technology,21,Sonntag,12,2014,27,12,2014,6
8677,8678,Sandra Glassco,Standard Class,31.8,3,0.0,13.674,Consumer,East,New Jersey,Accessories                                       ,Technology,25,Sonntag,12,2016,29,12,2016,4
8678,8679,Alan Hwang,Standard Class,95.968,4,0.2,1.1996,Corporate,Central,Illinois,Accessories                                       ,Technology,12,Donnerstag,11,2015,18,11,2015,6
8679,8680,Sam Craven,First Class,29.99,1,0.0,6.2979,Consumer,West,California,Accessories                                       ,Technology,23,Samstag,11,2013,25,11,2013,2
8680,8681,Sam Craven,Second Class,47.984,2,0.2,0.5998,Consumer,East,Pennsylvania,Accessories                                       ,Technology,5,Freitag,12,2014,9,12,2014,4
8681,8682,Deanra Eno,Standard Class,89.97,3,0.0,18.8937,Corporate,Central,Nebraska,Accessories                                       ,Technology,3,Sonntag,11,2013,7,11,2013,4
8682,8683,Deanra Eno,Standard Class,47.984,2,0.2,0.5998,Consumer,West,Colorado,Accessories                                       ,Technology,23,Freitag,9,2016,29,9,2016,6
8683,8684,James Galang,First Class,89.97,3,0.0,18.8937,Corporate,East,Maryland,Accessories                                       ,Technology,14,Samstag,5,2016,17,5,2016,3
8684,8685,James Galang,Standard Class,89.97,3,0.0,18.8937,Consumer,East,New York,Accessories                                       ,Technology,27,Sonntag,12,2015,1,1,2016,5
8685,8686,Rob Lucas,Standard Class,71.976,3,0.2,0.8997,Consumer,East,Ohio,Accessories                                       ,Technology,14,Freitag,2,2014,19,2,2014,5
8686,8687,Todd Boyes,Standard Class,79.96,4,0.0,18.3908,Consumer,South,Kentucky,Accessories                                       ,Technology,24,Sonntag,8,2014,28,8,2014,4
8687,8688,Todd Boyes,Standard Class,279.86,14,0.0,64.3678,Home Office,South,Kentucky,Accessories                                       ,Technology,24,Donnerstag,7,2014,28,7,2014,4
8688,8689,Katrina Willman,Second Class,59.97,3,0.0,13.7931,Home Office,West,California,Accessories                                       ,Technology,7,Montag,11,2016,12,11,2016,5
8689,8690,Katrina Willman,Second Class,31.984,2,0.2,1.1994,Consumer,East,Pennsylvania,Accessories                                       ,Technology,1,Mittwoch,4,2015,3,4,2015,2
8690,8691,Nora Paige,Standard Class,47.976,3,0.2,1.7991,Consumer,Central,Texas,Accessories                                       ,Technology,2,Mittwoch,4,2014,7,4,2014,5
8691,8692,Andy Reiter,Standard Class,36.24,1,0.0,15.2208,Consumer,West,California,Accessories                                       ,Technology,30,Mittwoch,9,2015,4,10,2015,4
